Timestamp,depth,depth_on_road,latitude,longitude,on_road_latitude,on_road_longitude,x,y,w,h
1641503806_803179344,32.41024017,31.93813133,41.681622,-72.69087215,41.68163224,-72.69079567,212.5294495,167.2884064,30.992342,68.53907013
1641503806_869511344,31.69063568,31.20272255,41.68161937,-72.6908743,41.68162982,-72.69079505,213.5718231,166.2753601,35.11746597,69.69129181
1641503807_003203344,30.48522186,29.92758751,41.68161188,-72.69088162,41.68162312,-72.69079332,217.0081177,163.2151337,38.70240784,72.39305115
1641503807_003203344,32.46232605,31.92993736,41.68159412,-72.69087662,41.68160544,-72.69078877,214.7969208,159.1368561,34.50310135,67.74200439
1641503807_069688344,29.23020935,28.68814278,41.68161407,-72.69088223,41.68162513,-72.69079384,217.2948608,162.0870361,37.43344879,76.2365799
1641503807_069688344,29.0977478,28.5892086,41.68161526,-72.69087959,41.68162601,-72.69079406,216.0700836,158.9052277,36.1817894,76.86499786
1641503807_136611344,28.19226837,27.65284157,41.68161426,-72.69088366,41.68162529,-72.69079388,217.9555817,156.6052551,40.38684464,78.8298111
1641503807_136611344,28.38223267,27.81437302,41.68161256,-72.69088575,41.68162386,-72.69079351,218.9173279,160.8882141,39.49073029,78.40907288
1641503807_203351344,26.56999969,26.00483894,41.68161976,-72.69088853,41.68163087,-72.69079532,220.2715149,151.2422333,42.54768753,83.56091309
1641503807_269800344,23.73390961,23.18938637,41.68163622,-72.69089166,41.68164681,-72.69079942,222.0046082,149.3957367,39.901474,93.8290863
1641503807_269800344,23.69587708,23.09584618,41.68163667,-72.69089642,41.68164764,-72.69079963,224.3663635,152.0535736,49.07264709,92.23109436
1641503807_337097344,21.06147766,20.49938965,41.68165015,-72.69086654,41.68165676,-72.69081354,225.6726227,148.7610626,52.58154297,101.5294571
1641503807_369821344,21.88735962,21.30427933,41.68163819,-72.6908677,41.6816451,-72.69081109,225.6274109,150.6262207,48.62507629,99.02158356
1641503807_369821344,23.86854553,23.30020523,41.68162024,-72.69086603,41.68162737,-72.69080736,222.8800659,149.2737579,47.77612305,91.83628082
1641503807_603305344,20.95149231,19.78249931,41.68161689,-72.69089935,41.68162644,-72.69080716,248.223938,154.3555145,54.56953049,101.6233444
1641503807_603305344,9.46206665,8.972109795,41.68171833,-72.69087285,41.68172248,-72.69082737,245.535202,154.6351318,63.33163452,156.6347351
1641503809_770091344,40.87252045,40.28367233,41.68112054,-72.69082277,41.68112839,-72.69072924,212.3253784,172.0892487,23.45476723,50.60179901
1641503809_836682344,39.1231842,38.53185272,41.68112652,-72.69082466,41.68113427,-72.6907302,213.2211761,172.3822021,25.83317375,53.68832016
1641503809_903872344,37.77950287,37.21841431,41.68112865,-72.69082367,41.68113616,-72.69073051,212.8908386,171.5162811,24.58072662,56.81748199
1641503809_936689344,37.01396179,36.44258881,41.68113076,-72.69082536,41.68113828,-72.69073086,213.621994,171.2833862,25.14449883,58.41197586
1641503810_036510344,34.33562469,33.75352859,41.6811403,-72.69082917,41.68114766,-72.69073239,215.4556732,169.4949188,27.32091904,64.3296814
1641503810_069908344,33.19052124,32.6021347,41.68114577,-72.6908309,41.68115304,-72.69073328,216.3607483,167.8773956,29.56832504,66.77648163
1641503810_203049344,32.81610107,32.15028381,41.68113091,-72.69078665,41.68113896,-72.69071783,219.2229614,163.2076721,32.07651138,67.25872803
1641503810_237001344,31.46548462,30.79181671,41.68113818,-72.69078793,41.68114614,-72.6907192,220.4182281,163.7672272,30.88801193,71.12136841
1641503810_304511344,30.09047699,29.42294693,41.68114074,-72.69078895,41.68114857,-72.69071966,221.2263031,162.5509186,30.66063309,75.07123566
1641503810_369956344,29.93962097,29.25187302,41.68113262,-72.690791,41.68114062,-72.69071815,222.033432,161.2959137,30.25890541,75.60206604
1641503810_369956344,30.91764832,30.21876335,41.68112381,-72.69079125,41.68113201,-72.6907165,221.6593933,158.3661804,32.4225769,72.33336639
1641503810_436436344,28.2550354,27.58037186,41.68113812,-72.69079189,41.68114589,-72.69071915,222.9463196,157.1677856,34.26250458,79.81269073
1641503810_436436344,27.20837402,26.5091362,41.68114767,-72.69079358,41.68115543,-72.69072097,224.730484,161.4131927,34.30439758,83.11360931
1641503810_436436344,28.21109009,27.53885651,41.68113851,-72.69079177,41.68114626,-72.69071922,222.8974609,161.3337402,30.60446167,80.76703644
1641503810_436436344,27.29065704,26.601717,41.68114689,-72.69079301,41.6811546,-72.69072081,224.2910614,158.318634,34.23584366,82.86346436
1641503810_470036344,25.29948425,24.62289238,41.68115998,-72.69079359,41.68116736,-72.69072324,225.724884,157.7701416,34.37274551,89.49124908
1641503810_470036344,26.83715057,26.1092453,41.68114624,-72.6907958,41.68115413,-72.69072072,226.0818176,160.5563507,35.17770004,84.12924957
1641503810_571612344,21.58209991,20.90382957,41.68117891,-72.69079688,41.68118578,-72.69072675,229.9674988,153.3777924,41.16175079,101.7189636
1641503810_636688344,20.56973267,19.86011887,41.6811788,-72.69080036,41.68118566,-72.69072673,232.5810547,150.318512,40.74526978,105.8936005
1641503810_770079344,23.26823425,22.04885674,41.68113779,-72.69082845,41.68114688,-72.69071934,245.9597321,151.0127563,41.95447159,95.10969543
1641503813_403661344,29.72135162,28.9408741,41.68068082,-72.69069606,41.68068952,-72.69061768,225.2667694,165.2912903,33.00911331,75.64974213
1641503813_403661344,29.44298553,28.7389679,41.6806831,-72.69069215,41.68069131,-72.69061803,222.9797668,166.4695129,32.12640381,76.65888977
1641503813_470106344,27.84399414,27.08257103,41.68068767,-72.69069688,41.68069604,-72.69061895,226.2902985,163.2262573,33.76902771,81.20277405
1641503813_536968344,26.69152832,25.89024544,41.68068813,-72.69070065,41.68069658,-72.69061905,228.7276459,158.8602142,31.48447418,85.45661926
1641503813_536968344,26.79305267,26.0038414,41.68068716,-72.69069999,41.68069557,-72.69061885,228.2225342,160.3626709,33.28619766,84.69441223
1641503813_603547344,25.43920135,24.63392448,41.68068942,-72.69070273,41.68069773,-72.69061927,230.1653442,156.6001434,33.31008148,89.25946808
1641503813_670043344,23.68582153,22.83169556,41.68069552,-72.69070751,41.68070375,-72.69062044,233.8672485,154.6742249,33.1868782,95.57924652
1641503813_737018344,22.570961,21.68130302,41.68069575,-72.69071157,41.68070389,-72.69062047,236.5396271,152.9188385,32.46031189,100.0065231
1641503813_803561344,20.09204102,19.16226578,41.68070862,-72.69071669,41.68071629,-72.69062288,241.6766663,155.5990906,36.54177094,108.9401474
1641503813_803561344,22.59494781,21.63311768,41.6806859,-72.69071725,41.6806943,-72.69061861,238.95047,155.8454895,36.54192734,98.85209656
1641503813_870069344,18.79397583,17.84034157,41.68071071,-72.69072082,41.68071803,-72.69062322,244.8224487,152.149704,35.43593979,114.8890076
1641503813_937003344,19.19854736,18.02597046,41.68069857,-72.69073422,41.68070629,-72.69062094,251.6220551,153.8475037,37.47771835,112.528656
1641503814_003430344,18.98686218,17.56451797,41.68069272,-72.69074919,41.68070039,-72.69061979,259.9040833,155.9520569,33.61990356,114.5740204
1641503815_639329344,40.94503784,40.28143692,41.68025082,-72.690583,41.68026444,-72.69048983,214.56427,181.1107941,20.26103401,51.12991333
1641503815_704414344,40.63206482,39.98325729,41.68024401,-72.6905821,41.68025762,-72.69048798,214.2741699,182.1774292,17.99666595,52.31098557
